"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1777606","110414","","","Governor","Mr","Lewis","","Farran","30/11/2021","29/11/2025","Elected by parents","",""
"1777711","110414","","","Governor","Mrs","Amy","","Hill","16/03/2023","16/03/2027","Elected by parents","",""
"1777716","110414","","","Governor","Mrs","Jessica","","Rutland","30/10/2023","29/10/2027","Nominated by other body and appointed by GB","",""
"1777733","110414","","","Governor","Mr","Steve","","Nicholls","02/05/2023","19/11/2025","Appointed by foundation/Trust","",""
"1777749","110414","","","Governor","Miss","Emily","","Venters","15/11/2021","14/11/2025","Elected by school staff","",""
"1777757","110414","","","Governor","Headteacher","David","","Morley","01/04/2015","01/04/2027","Appointed by GB/board","",""
"1777884","110414","","","Chair of Governors","Mrs","Susie","","Brister","29/09/2020","28/09/2025","Appointed by GB/board","",""
"1866186","110414","","","Chair of Governors","Mrs","Susie","","Brister","29/09/2024","28/09/2028","Appointed by GB/board","",""
"1866190","110414","","","Governor","Mr","Allan","","Palmer","16/09/2025","15/09/2029","Elected by parents","",""
"1866191","110414","","","Governor","Mr","Timothy","","Johnson","03/09/2025","02/09/2029","Appointed by foundation/Trust","",""
"1866361","110414","","","Governor","The Revd","William","","Lyon Tupman","19/11/2025","18/11/2029","Appointed by foundation/Trust","",""
"1789372","110415","","","Chair of Governors","Miss","Verity","","Threlfell","02/09/2024","02/09/2027","Appointed by GB/board","",""
"1321024","110417","","","Governor","Miss","Jennifer","","Martin","01/09/2014","","Ex-officio by virtue of office as headteacher/principal","",""
"1321027","110417","","","Governor","Mrs","Katrina","","Lemonius","29/01/2026","28/01/2030","Appointed by GB/board","",""
"1434918","110417","","","Chair of Governors","Mr","Tim","","Dutfield","12/03/2024","17/03/2026","Appointed by GB/board","",""
"1562077","110417","","","Governor","Ms","Eleanor","","Holding","21/11/2024","21/07/2026","Appointed by GB/board","",""
"1576826","110417","","","Governor","Ms","Hayley","","White","01/01/2022","01/01/2026","Parent appointed by GB/board due to no election candidates","",""
"1645850","110417","","","Governor","Mrs","Diane","","Mulholland","07/07/2022","06/07/2026","Nominated by other body and appointed by GB","",""
"1670751","110417","","","Governor","Mrs","Joanne","","Start","26/10/2022","25/10/2026","Elected by school staff","",""
"1716946","110417","","","Governor","Mr","Daniel","","Radley","17/04/2023","16/04/2027","Appointed by GB/board","",""
"1746003","110417","","","Governor","Mrs","Nicola","","Makepeace","11/07/2023","10/07/2027","Appointed by GB/board","",""
"1746004","110417","","","Governor","Ms","Olatundun","","Akinola","12/03/2024","11/03/2028","Appointed by GB/board","",""
"1802415","110417","","","Governor","Mrs","Samantha","","Sharp","11/03/2025","10/03/2029","Nominated by other body and appointed by GB","",""
"1876215","110417","","","Chair of Governors","Mr","Dan","","Radley","18/03/2026","13/11/2027","Appointed by GB/board","",""
"1876217","110417","","","Governor","Mr","Tim","","Dutfield","19/11/2024","18/11/2028","Appointed by LA","",""
"1145622","110419","","","Governor","Rev","John","","Waller","30/11/2012","19/11/2028","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1496158","110419","","","Governor","Ms","Kate","","Ruddick","06/10/2024","05/10/2028","Appointed by GB/board","",""
"1496163","110419","","","Governor","Mr","Marcus","","Feinhols","06/10/2024","29/09/2025","Appointed by GB/board","",""
"1663082","110419","","","Governor","Mrs","Ami","","Penolver","02/03/2023","01/02/2026","Elected by parents","",""
"1700808","110419","","","Governor","Mr","David","","Carroll","18/10/2023","17/10/2027","Appointed by GB/board","",""
"1700809","110419","","","Governor","Mrs","Rachel","","Gray","03/07/2023","02/07/2027","Elected by school staff","",""
"1740863","110419","","","Governor","Mrs","Kate","","Goodger","03/05/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1740865","110419","","","Governor","Mrs","Emily","","Lund","27/03/2024","26/03/2028","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1817006","110419","","","Governor","Mrs","Alicia","","Aldis","26/03/2025","25/03/2029","Appointed by GB/board","",""
"1817007","110419","","","Governor","Mrs","Sue","","Thomas","26/03/2025","25/03/2029","Appointed by GB/board","",""
"1833833","110419","","","Chair of Governors","Ms","Jemma","","Clamp","02/03/2023","01/01/2027","Elected by parents","",""
"1833843","110419","","","Governor","Mrs","Barbara","","Wight","16/03/2026","15/03/2030","Appointed by LA","",""
"1870660","110419","","","Governor","Mrs","Peeyush","","Goodwin","02/02/2026","01/02/2030","Elected by parents","",""
"1870664","110419","","","Governor","Mrs","Kaye","","Rudd","16/03/2026","15/03/2030","Appointed by GB/board","",""
"1870668","110419","","","Governance Professional - Local Authority Maintained School","","Katherine","","Richardson","01/04/2025","","N/A","",""
"1433235","110420","","","Chair of Governors","Mrs","Alison","","Foy","09/12/2023","08/12/2027","Appointed by GB/board","",""
"1616212","110420","","","Governor","Mr","Andrew","","Wilson","30/03/2022","30/03/2026","Elected by parents","",""
"1616217","110420","","","Governor","Mr","Craig","","Dunne-Wall","06/06/2022","06/06/2026","Elected by parents","",""
"1625677","110420","","","Governor","Mrs","Claire","","Buckingham","28/09/2022","27/09/2026","Appointed by foundation/Trust","",""
"1758027","110420","","","Governor","Ms","Jackie","","Turner","01/04/2024","01/04/2027","Elected by parents","",""
"1784806","110420","","","Governor","Mrs","Kayleigh","","King","10/12/2024","10/12/2028","Elected by parents","",""
"1151442","110421","","","Governor","Mr","Gareth","","Kynaston","01/09/2014","","Ex-officio by virtue of office as headteacher/principal","",""
"1643659","110421","","","Governor","","Andrew","","Hobson","05/05/2022","04/05/2026","Appointed by GB/board","",""
"1643672","110421","","","Governor","","Hannah","","Hook","05/05/2022","04/05/2026","Elected by parents","",""
"1643674","110421","","","Governor","Reverend","Sally","","Moring","04/12/2017","03/12/2027","Foundation/sponsor members","",""
"1643677","110421","","","Governor","","Sam","","Walker","29/11/2021","28/11/2025","Elected by parents","",""
"1738260","110421","","","Governor","","Christine","","Lane","25/03/2023","24/03/2027","Nominated by LA and appointed by GB","",""
"1809400","110421","","","Chair of Governors","Mrs","Priya","","Govekar","01/04/2025","31/03/2029","Elected by parents","",""
"1818438","110421","","","Governor","Mrs","Rosalind","","Eccles","01/04/2025","31/03/2029","Appointed by GB/board","",""
"1849158","110421","","","Governor","Mrs","Jane","","McHardy Jones","01/04/2025","31/03/2029","Elected by school staff","",""
"1643881","110422","","","Chair of Governors","Mrs","Emily","","Cleaver","01/10/2022","09/10/2025","Nominated by LA and appointed by GB","",""
"1644285","110422","","","Governor","Mr","Stuart","","Forrest","03/11/2022","28/06/2026","Foundation/sponsor members","",""
"1644373","110422","","","Governor","Mr","Ryan","","Dean","03/11/2022","18/02/2026","Foundation/sponsor members","",""
"1644385","110422","","","Governor","Miss","Amanda","","Pedrick","30/09/2022","29/09/2026","Elected by school staff","",""
"1673354","110422","","","Governor","Ms","Sue","","Fitzpatrick","01/04/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1744194","110422","","","Governor","Mr","Anthony","","Geraghty","26/06/2023","01/11/2025","Foundation/sponsor members","",""
"1777338","110422","","","Governor","Mr","Chris","","Hammond","08/02/2024","07/02/2028","Appointed by GB/board","",""
"1777339","110422","","","Governor","Mr","Tom","","Mason","02/10/2024","01/10/2028","Appointed by GB/board","",""
"1815704","110422","","","Governor","","Kate","","Hilton","08/05/2025","07/05/2029","Foundation/sponsor members","",""
"1843559","110422","","","Chair of Governors","Ms","Eilidh","","MacGregor","10/10/2025","08/10/2029","Appointed by GB/board","",""
"1843560","110422","","","Governor","Mrs","Alison","","Wakeford","08/05/2025","07/05/2029","Appointed by foundation/Trust","",""
"1844834","110422","","","Governor","Mrs","Claire","","Checker","21/05/2025","20/05/2029","Appointed by GB/board","",""
"1881179","110422","","","Governor","Mrs","Lulu","","Luthman","10/02/2026","09/02/2030","Appointed by foundation/Trust","",""
"1881185","110422","","","Governor","Miss","Kirsty","","Sanders","10/02/2026","09/02/2030","Appointed by GB/board","",""
"1881196","110422","","","Governor","Mr","Ryan","","Dean","19/02/2026","18/02/2030","Nominated by LA and appointed by GB","",""
"1449951","110423","","","Governor","Mr","David","","Morris","13/02/2020","12/02/2028","Appointed by GB/board","",""
"1449954","110423","","","Governor","Ms","Katie","","Parfoot","14/11/2016","12/11/2028","Appointed by GB/board","",""
"1504877","110423","","","Governor","Ms","Karen","","McKenzie","11/02/2021","05/03/2029","Appointed by GB/board","",""
"1504878","110423","","","Governor","Mr","David","","McCosh","11/02/2021","05/03/2029","Appointed by GB/board","",""
"1540924","110423","","","Chair of Governors","Mrs","Elizabeth","","Freedman","06/07/2023","05/03/2029","Appointed by GB/board","",""
"1578067","110423","","","Governor","Miss","Shelley","","Weeks","14/09/2021","12/09/2029","Appointed by GB/board","",""
"1578072","110423","","","Governor","Ms","Janet","","Lee","22/11/2021","20/11/2029","Appointed by GB/board","",""
"1640495","110423","","","Governor","Mrs","Kate","","Curry","21/11/2022","20/11/2026","Appointed by GB/board","",""
"1680522","110423","","","Governor","Mr","Jonny","","Fulton","23/03/2023","22/03/2027","Appointed by GB/board","",""
"1803527","110423","","","Governor","Ms","Alison","","Healey","13/03/2025","12/03/2029","Appointed by GB/board","",""
"1867377","110423","","","Governor","Mr","Dominic","","Servis","29/01/2026","28/01/2030","Appointed by GB/board","",""
"1870436","110423","","","Governor","Mrs","Selina","","Davies","10/03/2026","09/03/2030","Appointed by GB/board","",""
"1870516","110423","","","Governor","Mr","Lee","","Barber","10/03/2026","09/03/2030","Appointed by GB/board","",""
"1363935","110424","","","Governor","Reverend","David","","Whale","06/12/2018","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1589788","110424","","","Governor","Mr","Alan","","Bath","29/10/2021","28/10/2027","Appointed by LA","",""
"1708929","110424","","","Governor","Ms","Vicky","","Mote","22/11/2023","22/11/2027","Elected by parents","",""
"1708931","110424","","","Governor","Ms","Jainee","","Sumaria-Vora","01/09/2025","01/09/2029","Appointed by GB/board","",""
"1768236","110424","","","Chair of Governors","Mrs","Tara","","Botwright","09/01/2024","13/04/2026","Appointed by GB/board","",""
"1845175","110424","","","Governor","Mr","Andrew","","Rayner","03/11/2025","03/11/2029","Appointed by foundation/Trust","",""
"1845183","110424","","","Governor","Mrs","Jiao","","Chen","03/10/2025","03/10/2029","Appointed by GB/board","",""
"1845186","110424","","","Governor","Mr","Matthew","","Griffiths","05/01/2025","05/01/2029","Elected by school staff","",""
"1845189","110424","","","Governor","Ms","Victoria","","Harjette","01/09/2024","01/09/2028","Elected by school staff","",""
"1876403","110424","","","Chair of Governors","Mrs","Leanne","","Burns","14/04/2026","31/08/2026","Appointed by GB/board","",""
"1878803","110424","","","Governor","Dr","Fiona","","Cowdell","30/04/2026","29/04/2030","Appointed by GB/board","",""
"1883967","110424","","","Governor","Mrs","Ruthie","","Harris","12/06/2026","12/06/2030","Appointed by GB/board","",""
"1885935","110424","","","Governor","Mrs","Annabel","","Briggs","03/07/2026","03/07/2030","Appointed by GB/board","",""
"1886832","110424","","","Governor","","Sarah","","Kamathia","15/07/2026","15/07/2030","Appointed by GB/board","",""
"1892215","110424","","","Chair of Governors","Ms","Vicky","","Mote","01/09/2026","01/09/2030","Appointed by GB/board","",""
"1279235","110426","","","Governor","Dr","Jane","","McNeilly","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1371679","110426","","","Governor","Mrs","Sarah","","Hewat","01/09/2025","31/08/2029","Ex-officio by virtue of office as headteacher/principal","",""
"1397881","110426","","","Governor","Mrs","Carol","","Dean","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1719869","110426","","","Governor","Mr","Ian","","Hodgson","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1831344","110426","","","Chair of Governors","Mrs","Fiona","","Bowers","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1831371","110426","","","Governor","Mr","Kyle","","Johnson","01/09/2025","31/05/2026","Parent appointed by GB/board due to no election candidates","",""
"1831372","110426","","","Governor","Mr","Steven","","Sneesby","01/09/2025","31/08/2029","Appointed by LA","",""
"1831374","110426","","","Governor","Mrs","Claire","","Kilyan","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1831376","110426","","","Governor","Mrs","Fiona","","Williamson","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1831377","110426","","","Governor","Mrs","Jane","","Hill","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1831379","110426","","","Governor","Mrs","Julia","","Tillyer","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1831380","110426","","","Governor","Ms","Kerry","","Inch","01/09/2025","31/08/2029","Parent appointed by GB/board due to no election candidates","",""
"1831383","110426","","","Governor","Mrs","Louise","","Stockdale","01/09/2025","31/08/2029","Elected by school staff","",""
"1831384","110426","","","Governor","Mrs","M","","Green","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1831386","110426","","","Governor","Mrs","Marian","","Dickinson","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1831387","110426","","","Governor","Mrs","Pamela","","Batty","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1831390","110426","","","Governor","Reverend","Christopher","","Haywood","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1831411","110426","","","Governance Professional - Local Authority Maintained School","Mrs","Katherine","","Richardson","01/09/2025","31/08/2029","N/A","",""
"1533068","110428","","","Governor","Mr","Steven","JC","Sneesby","01/09/2025","31/08/2029","Appointed by LA","",""
"1594932","110428","","","Governor","The Revd","Christopher","John","Haywood","01/09/2025","31/08/2029","Foundation/sponsor members","",""
"1752777","110428","","","Governor","Mr","Kyle","","Johnson","01/09/2025","31/08/2029","Parent appointed by GB/board due to no election candidates","",""
