"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1846169","145437","","","Chair of Local Governing Body","Mrs","Joanne","","Lambert","24/09/2025","16/01/2026","Appointed by GB/board","",""
"1847016","145437","","","Local Governor","Mr","William","","Duckitt","24/10/2025","23/10/2029","Elected by parents","",""
"1847019","145437","","","Local Governor","Mrs","Hannah","","Noulton","24/10/2025","20/04/2026","Elected by parents","",""
"1848182","145437","","","Local Governor","","Emma","","Jenkins","01/11/2025","02/11/2025","Appointed by GB/board","",""
"1852013","145437","","","Local Governor","","Esther","","Maginn","09/12/2025","08/12/2029","Appointed by foundation/Trust","",""
"1859839","145437","","","Chair of Local Governing Body","Mr","Andy","","Adlington","20/01/2026","31/08/2027","Appointed by foundation/Trust","",""
"1872512","145437","","","Local Governor","Mr","Samuel","","Middleton","01/04/2026","31/03/2030","Appointed by GB/board","",""
"1544351","145438","","","Local Governor","Mr","Paul","","Ireland","17/12/2020","16/12/2028","Any additional members appointed by the members of the academy trust","",""
"1715845","145438","","","Chair of Local Governing Body","Mr","Steve","","Row","01/07/2018","30/06/2026","Appointed by foundation/Trust","",""
"1729495","145438","","","Local Governor","Ms","Jill","","Broom","01/07/2018","","Ex-officio by virtue of office as headteacher/principal","",""
"1729496","145438","","","Local Governor","Revd","Lizzie","","Holland","15/09/2023","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1729500","145438","","","Local Governor","Mr","James","","Hartwell","17/11/2022","16/10/2025","Foundation/sponsor members","",""
"1729502","145438","","","Local Governor","Mr","Mark","","Benson","15/11/2022","14/11/2026","Elected by parents","",""
"1729503","145438","","","Local Governor","Mrs","Michelle","","Coromina-Adams","15/11/2022","14/11/2026","Elected by parents","",""
"1771218","145438","","","Local Governor","Mr","Robert","","Fletcher","15/07/2024","14/07/2028","Appointed by GB/board","",""
"1771222","145438","","","Local Governor","Ms","Emma","","Palmer","01/11/2024","30/11/2028","Elected by school staff","",""
"1839158","145438","","","Local Governor","Mr","Will","","Gordon","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1879696","145438","","","Local Governor","Mr","Ged","","Jolliffe","04/03/2026","03/03/2030","Appointed by foundation/Trust","",""
"1659518","145439","","","Local Governor","Mr","Peter","","Bromley","14/02/2023","13/02/2027","Elected by parents","",""
"1659519","145439","","","Local Governor","Mrs","Yasmin","","Chowdhury","14/02/2023","13/02/2027","Elected by parents","",""
"1677466","145439","","","Local Governor","Ms","Sarah","","Ikin","30/03/2023","29/03/2027","Elected by school staff","",""
"1677468","145439","","","Local Governor","Mrs","Margaret","","Daly","30/03/2023","29/03/2027","Elected by school staff","",""
"1739106","145439","","","Chair of Local Governing Body","Ms","Yasmin","","Chowdhury","08/03/2024","13/02/2027","Appointed by GB/board","",""
"1843936","145439","","","Local Governor","Mr","Hamzah","","Farooq","08/10/2025","31/07/2026","Appointed by GB/board","",""
"1865028","145439","","","Local Governor","Mr","Spyros","","Kamilalis","21/01/2026","20/01/2030","Appointed by GB/board","",""
"1882240","145439","","","Local Governor","Mr","Andrew","","Marchant","01/09/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1576144","145440","","","Local Governor","","Lynda","","Hammond","20/01/2022","19/01/2026","Appointed by GB/board","",""
"1605554","145440","","","Local Governor","","Anesa","","Onyebuchi","14/07/2022","13/07/2026","Appointed by GB/board","",""
"1608167","145440","","","Local Governor","Mr","Ewa","","Eddy","29/08/2022","11/10/2025","Ex-officio by virtue of office as headteacher/principal","",""
"1636668","145440","","","Local Governor","","Adrian","","Leyshon","20/01/2022","24/11/2025","Elected by parents","",""
"1636670","145440","","","Local Governor","","Caroline","","Wooder","21/10/2022","20/10/2026","Elected by school staff","",""
"1636671","145440","","","Local Governor","","Claire","","Reade","21/10/2022","20/10/2026","Elected by school staff","",""
"1648537","145440","","","Local Governor","","Chidi","","O'Hanekwa","08/12/2022","22/05/2026","Appointed by GB/board","",""
"1749701","145440","","","Chair of Local Governing Body","","Lynda","","Hammond","19/01/2026","18/01/2030","Appointed by GB/board","",""
"1749702","145440","","","Local Governor","Mr","Joshua","","Olawubumuyi","02/07/2024","01/07/2028","Appointed by foundation/Trust","",""
"1812387","145440","","","Local Governor","Ms","Heather","","Batchelor","06/02/2025","05/02/2029","Appointed by foundation/Trust","",""
"1812388","145440","","","Local Governor","Mr","Lester","","King","06/02/2025","05/02/2029","Elected by parents","",""
"1862087","145440","","","Local Governor","Mrs","Zoe","","Mayston","11/10/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1277703","145441","","","Local Governor","Mrs","Caroline","","Bell","01/02/2026","31/01/2030","Appointed by GB/board","",""
"1564397","145441","","","Local Governor","Mrs","Louise","","Lawes","01/07/2022","16/11/2025","Appointed by GB/board","",""
"1597710","145441","","","Local Governor","The Reverend","David","","Warner","24/03/2026","23/03/2030","Appointed by GB/board","",""
"1623609","145441","","","Chair of Local Governing Body","Mrs","Vicky","","Harmer","22/04/2026","21/04/2030","Appointed by GB/board","",""
"1797832","145441","","","Local Governor","Mr","Scott","","Dack","11/02/2025","10/02/2029","Appointed by GB/board","",""
"1277776","145442","","","Local Governor","Mrs","Caroline","","Bell","01/02/2026","31/01/2030","Appointed by GB/board","",""
"1564380","145442","","","Local Governor","Mrs","Louise","","Lawes","01/07/2022","16/11/2025","Appointed by GB/board","",""
"1597704","145442","","","Local Governor","Reverend","David","","Warner","24/03/2026","23/03/2030","Appointed by GB/board","",""
"1623681","145442","","","Chair of Local Governing Body","Mrs","Vicky","","Harmer","22/04/2026","21/04/2030","Appointed by GB/board","",""
"1797830","145442","","","Local Governor","Mr","Scott","","Dack","11/02/2025","10/02/2029","Appointed by GB/board","",""
"1668585","145443","","","Local Governor","","Andrew","","Barr","11/04/2022","10/04/2026","Appointed by foundation/Trust","",""
"1668587","145443","","","Local Governor","","Tom","","Dowson","22/03/2023","21/03/2027","Appointed by GB/board","",""
"1668590","145443","","","Local Governor","Headteacher","Ro","","O'Reilly","01/09/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1668592","145443","","","Local Governor","","Stacy","","Shopland","22/03/2023","21/03/2027","Elected by school staff","",""
"1668594","145443","","","Local Governor","","Susan","","Warren-Cox","01/02/2022","03/10/2025","Appointed by GB/board","",""
"1769089","145443","","","Local Governor","Mr","David","","Isles","04/10/2023","01/05/2026","Appointed by GB/board","",""
"1769111","145443","","","Local Governor","Mrs","Lynn","","Sawyer","04/10/2023","03/10/2025","Appointed by trustees","",""
"1769129","145443","","","Local Governor","Mr","Daniel","","Stacy-Waddy","20/03/2024","19/03/2028","Appointed by GB/board","",""
"1836381","145443","","","Local Governor","Mrs","Emily","","Pillinger","01/06/2025","31/12/2025","Elected by school staff","",""
"1840730","145443","","","Chair of Local Governing Body","Mrs","Hilary","Claire","Neal","10/10/2025","09/10/2026","Appointed by foundation/Trust","",""
"1840731","145443","","","Local Governor","Mr","John","Carlsson","Purcell","01/10/2025","31/08/2026","Appointed by foundation/Trust","",""
"1840732","145443","","","Local Governor","Mrs","Sarah","","Hayes","01/06/2025","31/05/2029","Elected by parents","",""
"1862863","145443","","","Local Governor","Ms","Danni","","Hurst","21/05/2025","01/05/2026","Appointed by GB/board","",""
"1302418","145444","","","Local Governor","Mr","Jo","","Keeble","23/04/2006","31/12/2025","Ex-officio by virtue of office as headteacher/principal","",""
"1302420","145444","","","Local Governor","Mrs","Katherine","","Hatch-Morelli","01/04/2018","13/10/2027","Appointed by GB/board","",""
"1302423","145444","","","Local Governor","Mrs","Wendy","","Griggs","01/04/2018","15/03/2030","Appointed by foundation/Trust","",""
"1590997","145444","","","Local Governor","Ms","Liz","","Wakely","01/04/2022","15/03/2030","Elected by school staff","",""
"1599893","145444","","","Local Governor","Mrs","Amy","","Owen","16/05/2022","08/09/2025","Elected by parents","",""
"1599894","145444","","","Local Governor","Mr","James","","Cumming","16/05/2022","15/03/2030","Elected by parents","",""
"1836268","145444","","","Local Governor","Mrs","Natalia","","Sokolov","04/12/2023","03/12/2027","Parent appointed by GB/board due to no election candidates","",""
"1836272","145444","","","Local Governor","Mrs","Kirsten","","Griffiths","04/12/2023","08/12/2025","Parent appointed by GB/board due to no election candidates","",""
"1836276","145444","","","Local Governor","Mr","Christopher","","Stoate","06/10/2020","13/10/2027","Parent appointed by GB/board due to no election candidates","",""
"1836286","145444","","","Chair of Local Governing Body","Mr","Ian","","Harris","13/12/2023","08/09/2025","Appointed by GB/board","",""
"1836287","145444","","","Local Governor","Mr","Mike","","Sewell","01/06/2009","16/03/2026","Appointed by academy members","",""
"1836293","145444","","","Chair of Local Governing Body","Mrs","Amy","","Owen","09/09/2025","15/03/2030","Elected by parents","",""
"1836294","145444","","","Local Governor","Mr","Ian","","Harris","17/06/2013","16/03/2026","Appointed by academy members","",""
"1872276","145444","","","Local Governor","Ms","Stephanie","","Grey","08/12/2025","07/12/2029","Appointed by GB/board","",""
"1872277","145444","","","Local Governor","Ms","Harriet","","Kelly","08/12/2025","07/12/2029","Appointed by GB/board","",""
"1872278","145444","","","Local Governor","The Reverend","Denise","","Calverley","02/02/2026","20/05/2026","Appointed by foundation/Trust","",""
"1880426","145444","","","Local Governor","Doctor","Edward","","Hall","11/05/2026","10/05/2030","Appointed by GB/board","",""
"1408138","145445","","","Local Governor","Doctor","Ann","","Parkinson","21/10/2019","20/10/2027","Appointed by foundation/Trust","",""
"1550634","145445","","","Local Governor","Mrs","Vivien","Carol","Radford","01/10/2021","05/10/2029","Foundation/sponsor members","",""
"1569287","145445","","","Local Governor","Mrs","Kirsten","","Cunningham","01/01/2022","31/12/2029","Appointed by foundation/Trust","",""
"1692501","145445","","","Chair of Local Governing Body","Mr","Ben","","Yearsley","19/09/2023","31/12/2025","Elected by parents","",""
"1692514","145445","","","Local Governor","Mrs","Emma","","Francis","01/09/2023","31/07/2026","Foundation/sponsor members","",""
"1692526","145445","","","Local Governor","Mr","Henry","","Rossiter","04/09/2023","03/09/2027","Appointed by foundation/Trust","",""
"1714828","145445","","","Local Governor","Miss","Tracy","","Harper","13/10/2023","13/10/2027","Elected by school staff","",""
"1717742","145445","","","Local Governor","","Steve","","Lung","01/09/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1717750","145445","","","Local Governor","","Rachel","","Fardy","01/01/2024","31/12/2027","Elected by parents","",""
"1717751","145445","","","Local Governor","","Henry","","Crosby","01/01/2024","31/12/2027","Elected by parents","",""
"1717756","145445","","","Local Governor","Reverend","James","","Harris","01/01/2024","31/12/2027","Foundation/sponsor members","",""
"1860920","145445","","","Chair of Local Governing Body","Mrs","Kirsten","","Cunningham","01/01/2022","31/12/2029","Appointed by foundation/Trust","",""
"1615080","145446","","","Local Governor","","Rachel","","Edkins","01/09/2022","30/08/2027","Ex-officio by virtue of office as headteacher/principal","",""
"1754814","145446","","","Shared Local Governor - Establishment","","Phoebe","","Giles","01/09/2024","31/08/2027","Elected by school staff","",""
"1754815","145446","","","Shared Local Governor - Establishment","Mr","Graham","","Holloway","01/09/2024","31/08/2027","Appointed by GB/board","",""
"1754817","145446","","","Shared Local Governor - Establishment","Mr","Garry","","McGurk","01/09/2024","12/12/2027","Appointed by GB/board","",""
"1754819","145446","","","Shared Local Governor - Establishment","","Caroline","","Campbell","01/09/2024","09/01/2027","Appointed by GB/board","",""
"1754821","145446","","","Shared Local Governor - Establishment","","Janet","","Matthews","20/09/2022","24/11/2025","Appointed by GB/board","",""
"1754825","145446","","","Shared Local Governor - Establishment","","Emma","","Ramm","01/09/2024","31/08/2027","Elected by school staff","",""
"1765286","145446","","","Shared Chair of Local Governing Body - Establishment","","Janet","","Matthews","02/10/2024","15/10/2025","Appointed by GB/board","",""
"1793179","145446","","","Shared Local Governor - Establishment","","Jessica","","Maritz","29/01/2025","05/01/2026","Elected by parents","",""
"1793180","145446","","","Shared Local Governor - Establishment","","Dottie","","Davies","29/01/2025","08/12/2025","Appointed by GB/board","",""
"1793359","145446","","","Shared Governance Professional - Establishment","","Maria","","Page","01/09/2022","","N/A","",""
"1848522","145446","","","Chair of Local Governing Body","","Garry","","McGurk","24/11/2025","19/01/2026","Appointed by GB/board","",""
"1876021","145446","","","Shared Local Governor - Establishment","","Laura","","Darby","27/04/2026","26/04/2030","Parent appointed by GB/board due to no election candidates","",""
